Minimum ground time required between two consecutive flights (length of shortest ordinary arc): 35 minutes						
Maximum ground time allowed between two consecutive flights (length of longest ordinary arc): 1435 minutes						
Minimum ground time required between two consecutive flights with a replenishment arc in between (length of shortest replenishment arc): 480 minutes						
Maximum ground time allowed between two consecutive flights with a replenishment arc in between (length of longest replenishment arc): 1440 minutes	
					
Index	Date	From	Departure	To	Arrival	Day Change
0	31.12.1999	HIS	19:41	EMD	20:07	0
1	31.12.1999	EMD	19:49	WEI	21:18	0
2	31.12.1999	EMD	19:52	GKL	20:11	0
3	31.12.1999	EMD	20:00	MEL	21:43	0
4	31.12.1999	AZB	20:06	WEI	21:01	0
5	31.12.1999	MEL	20:08	EMD	21:51	0
6	31.12.1999	AZB	20:10	WEI	21:04	0
7	31.12.1999	MEL	20:12	EMD	21:55	0
8	31.12.1999	EMD	20:15	ADL	21:56	0
9	31.12.1999	EMD	20:21	HIS	20:47	0
10	31.12.1999	EMD	20:25	HIS	20:50	0
11	31.12.1999	WEI	20:27	DJJ	21:40	0
12	31.12.1999	WEI	20:28	AZB	21:22	0
13	31.12.1999	EMD	20:34	MEL	22:16	0
14	31.12.1999	ADL	20:38	EMD	22:19	0
15	31.12.1999	MEL	20:45	EMD	22:28	0
16	31.12.1999	EMD	20:47	ADL	22:28	0
17	31.12.1999	WEI	20:54	AZB	21:48	0
18	31.12.1999	EMD	20:54	KGI	23:51	0
19	31.12.1999	EMD	21:03	KGI	0:00	1
20	31.12.1999	AZB	21:05	WEI	22:00	0
21	31.12.1999	MEL	21:14	EMD	22:57	0
22	31.12.1999	WEI	21:15	DJJ	22:28	0
23	31.12.1999	WEI	21:20	AYU	22:14	0
24	31.12.1999	GEX	21:24	EMD	23:12	0
25	31.12.1999	MEL	21:31	EMD	23:14	0
26	31.12.1999	WEI	21:32	AZB	22:26	0
27	31.12.1999	HIS	21:38	EMD	22:04	0
28	31.12.1999	AZB	21:42	WEI	22:37	0
29	31.12.1999	WEI	21:43	AZB	22:38	0
30	31.12.1999	GEX	21:44	EMD	23:31	0
31	31.12.1999	EMD	21:44	KGI	0:41	1
32	31.12.1999	WEI	21:46	EMD	23:14	0
33	31.12.1999	EMD	21:48	GEX	23:35	0
34	31.12.1999	DJJ	21:49	WEI	23:02	0
35	31.12.1999	EMD	21:52	MEL	23:35	0
36	31.12.1999	WEI	21:55	AYU	22:48	0
37	31.12.1999	ADL	21:58	EMD	23:39	0
38	31.12.1999	EMD	21:58	ADL	23:39	0
39	31.12.1999	WEI	21:58	AZB	22:52	0
40	31.12.1999	AZB	22:00	WEI	22:55	0
41	31.12.1999	EMD	22:03	MEL	23:46	0
42	31.12.1999	AYU	22:05	WEI	22:58	0
43	31.12.1999	WEI	22:07	AYU	23:01	0
44	31.12.1999	GEX	22:09	EMD	23:56	0
45	31.12.1999	EMD	22:11	MEL	23:53	0
46	31.12.1999	EMD	22:15	MEL	23:57	0
47	31.12.1999	EMD	22:19	GEX	0:07	1
48	31.12.1999	EMD	22:19	HIS	22:45	0
49	31.12.1999	AZB	22:19	WEI	23:14	0
50	31.12.1999	MEL	22:28	EMD	0:11	1
51	31.12.1999	EMD	22:32	MEL	0:15	1
52	31.12.1999	EMD	22:32	GEX	0:20	1
53	31.12.1999	AZB	22:34	WEI	23:28	0
54	31.12.1999	ADL	22:34	EMD	0:15	1
55	31.12.1999	WEI	22:37	EMD	0:06	1
56	31.12.1999	EMD	22:41	GKL	22:59	0
57	31.12.1999	EMD	22:49	ADL	0:30	1
58	31.12.1999	EMD	22:52	HIS	23:17	0
59	31.12.1999	EMD	22:53	ADL	0:34	1
60	31.12.1999	EMD	22:58	HIS	23:24	0
61	31.12.1999	EMD	22:59	WEI	0:27	1
62	31.12.1999	AYU	22:59	WEI	23:53	0
63	31.12.1999	EMD	23:04	HIS	23:29	0
64	31.12.1999	EMD	23:05	HIS	23:31	0
65	31.12.1999	EMD	23:06	ADL	0:47	1
66	31.12.1999	EMD	23:09	WEI	0:38	1
67	31.12.1999	AYU	23:11	WEI	0:04	1
68	31.12.1999	MEL	23:13	EMD	0:56	1
69	31.12.1999	EMD	23:16	GEX	1:03	1
70	31.12.1999	DJJ	23:22	WEI	0:35	1
71	31.12.1999	WEI	23:24	AZB	0:19	1
72	31.12.1999	EMD	23:25	ADL	1:06	1
73	31.12.1999	DJJ	23:32	WEI	0:45	1
74	31.12.1999	EMD	23:33	GEX	1:20	1
