Minimum ground time required between two consecutive flights (length of shortest ordinary arc): 35 minutes						
Maximum ground time allowed between two consecutive flights (length of longest ordinary arc): 1435 minutes						
Minimum ground time required between two consecutive flights with a replenishment arc in between (length of shortest replenishment arc): 480 minutes						
Maximum ground time allowed between two consecutive flights with a replenishment arc in between (length of longest replenishment arc): 1440 minutes	
					
Index	Date	From	Departure	To	Arrival	Day Change
0	19.3.2012	DIY	06:30	ESB	07:55	0
1	19.3.2012	ADA	07:00	SAW	08:30	0
2	19.3.2012	ADB	07:00	ESB	08:15	0
3	19.3.2012	ASR	07:00	SAW	08:20	0
4	19.3.2012	AYT	07:00	ESB	08:05	0
5	19.3.2012	ECN	07:00	ESB	08:05	0
6	19.3.2012	EZS	07:00	ESB	08:20	0
7	19.3.2012	GZT	07:00	ESB	08:10	0
8	19.3.2012	MLX	07:00	ESB	08:15	0
9	19.3.2012	SAW	07:00	ADB	08:00	0
10	19.3.2012	SAW	07:00	ESB	08:00	0
11	19.3.2012	SZF	07:00	ESB	08:00	0
12	19.3.2012	TZX	07:00	ESB	08:20	0
13	19.3.2012	ADA	07:15	ESB	08:20	0
14	19.3.2012	ESB	07:45	ADB	09:00	0
15	19.3.2012	SAW	08:00	ESB	09:00	0
16	19.3.2012	ADB	08:35	SAW	09:35	0
17	19.3.2012	ESB	09:00	SAW	10:00	0
18	19.3.2012	ESB	09:10	KSY	10:45	0
19	19.3.2012	ESB	09:10	VAN	10:45	0
20	19.3.2012	ESB	09:15	TZX	10:35	0
21	19.3.2012	ESB	09:20	ADB	10:40	0
22	19.3.2012	ESB	09:20	ERZ	10:45	0
23	19.3.2012	ESB	09:25	BAL	10:55	0
24	19.3.2012	ESB	09:30	AYT	10:40	0
25	19.3.2012	ESB	09:30	DIY	10:50	0
26	19.3.2012	ESB	09:30	ECN	10:40	0
27	19.3.2012	ESB	09:30	MSR	11:00	0
28	19.3.2012	ADB	09:35	ESB	10:50	0
29	19.3.2012	ESB	09:45	BJV	11:00	0
30	19.3.2012	SAW	10:15	TZX	11:55	0
31	19.3.2012	SAW	11:00	ESB	12:00	0
32	19.3.2012	ECN	11:20	ESB	12:25	0
33	19.3.2012	ERZ	11:20	ESB	12:50	0
34	19.3.2012	KSY	11:25	ESB	13:10	0
35	19.3.2012	TZX	11:25	ESB	12:45	0
36	19.3.2012	AYT	11:30	ESB	12:35	0
37	19.3.2012	ESB	11:30	VAN	13:05	0
38	19.3.2012	VAN	11:30	ESB	13:15	0
39	19.3.2012	BAL	11:35	ESB	13:10	0
40	19.3.2012	BJV	11:35	ESB	12:50	0
41	19.3.2012	MSR	11:35	ESB	13:15	0
42	19.3.2012	ADB	11:45	ESB	13:00	0
43	19.3.2012	DIY	11:50	ESB	13:15	0
44	19.3.2012	ESB	13:25	VAN	15:00	0
45	19.3.2012	ESB	13:30	DIY	14:50	0
46	19.3.2012	ESB	13:40	ERC	15:00	0
47	19.3.2012	ESB	13:45	ADB	15:05	0
48	19.3.2012	ESB	13:45	ERZ	15:10	0
49	19.3.2012	ESB	13:45	KSY	15:20	0
50	19.3.2012	ESB	13:45	SAW	14:45	0
51	19.3.2012	ESB	13:50	MQM	15:25	0
52	19.3.2012	ESB	14:00	ECN	15:10	0
53	19.3.2012	SAW	14:00	VAS	15:20	0
54	19.3.2012	ESB	14:10	AJI	15:45	0
55	19.3.2012	ESB	14:15	AYT	15:25	0
56	19.3.2012	ESB	14:15	EZS	15:30	0
57	19.3.2012	ESB	14:15	TZX	15:35	0
58	19.3.2012	VAN	15:30	ESB	17:15	0
59	19.3.2012	ERC	15:35	ESB	16:55	0
60	19.3.2012	ERZ	15:45	ESB	17:10	0
61	19.3.2012	KSY	16:00	ESB	17:45	0
62	19.3.2012	MQM	16:00	ESB	17:35	0
63	19.3.2012	VAS	16:00	SAW	17:20	0
64	19.3.2012	DIY	16:05	ESB	17:30	0
65	19.3.2012	EZS	16:05	ESB	17:25	0
66	19.3.2012	TZX	16:10	ESB	17:30	0
67	19.3.2012	AJI	16:25	ESB	18:10	0
68	19.3.2012	ADB	16:30	ESB	17:45	0
69	19.3.2012	AYT	16:30	ESB	17:35	0
70	19.3.2012	VAN	16:30	ESB	18:15	0
71	19.3.2012	TZX	16:50	SAW	18:40	0
72	19.3.2012	SAW	17:00	ERZ	18:40	0
73	19.3.2012	ESB	17:30	SAW	18:25	0
74	19.3.2012	SAW	18:30	AYT	19:35	0
